flight_id,flight,callsign,squawk,clicks,from_iata,from_city,to_iata,to_city,model,type
3552e106,PG711,UAE1KM,,-428,IST,Kulhudhuffushi,MAN,Tanjung Pandan,B738,Airbus A319-132
3553cbd8,PG711,DQA443,,738,BKK,Istanbul,MLE,,B77W,Tupolev Tu-214PU
3553cbd8,EK21,SIA321,,249,NOU,Dubai,SIN,Male,T214,Northrop Grumman RQ-4B Global Hawk
35535249,SQ321,RSD974,,-1,NOU,Bangkok,MAN,Singapore,AT76,Tupolev Tu-214PU
354fc50c,Q2443,CTM1018,,-666,NOU,London,TJQ,Singapore,Q4,Airbus A330-203
3553b89d,EK21,UAE1KM,,-767,BKK,Dubai,,,B77W,Boeing 737-8LJ
35535249,SQ321,UAE1KM,,799,DXB,Noumea,MAN,,B738,Airbus A380-842
3553bd93,SQ321,SIA321,,-267,IST,Bangkok,MLE,Male,A319,Boeing 737-8LJ
3553b89d,EK21,FORTE11,,-177,BKK,Manila,,Singapore,A332,Northrop Grumman RQ-4B Global Hawk
3553a103,PG711,FORTE11,,-160,HDK,,MAN,,A388,Boeing 737-8LJ
3553a103,EK21,BKP711,,-275,CGK,Kulhudhuffushi,TJQ,Sydney,T214,ATR 72-600
3553b859,,SIA321,,-352,DXB,London,,Sydney,A332,Tupolev Tu-214PU
35535249,,CTM1018,,-387,BKK,Bangkok,,Male,B738,Airbus A330-243
35535249,RSD974,QFA6036,,198,MNL,,MLE,Sydney,B738,Airbus A380-842
3553b859,JT126,BKP711,,611,VKO,Jakarta,MLE,Moscow,A332,Boeing 737-8GP
3552e106,PG711,DQA443,,416,LHR,Manila,MAN,,T214,Airbus A380-842
355288a8,CTM1018,BKP711,,1053,BKK,Bangkok,,Singapore,B77W,Airbus A380-842
3553b859,SQ321,CTM1018,,176,CGK,Noumea,,Singapore,AT76,ATR 72-600
35535249,Q2443,RSD974,,-568,MNL,Noumea,TJQ,Male,B738,Boeing 737-8GP
3552e106,,QFA6036,,-144,,Manila,MLE,,A388,Airbus A380-842
3553b859,RSD974,AFL2139,,-353,HDK,Noumea,,Male,B738,Tupolev Tu-214PU
355288a8,SU2139,CTM1018,,-221,LHR,Istanbul,TJQ,Male,Q4,Tupolev Tu-214PU
3552d5b4,CTM1018,SIA321,,-29,CGK,Noumea,MLE,Male,B77W,Airbus A330-243
3553b89d,RSD974,LNI126,,-37,DXB,Dubai,,Sydney,B738,ATR 72-600
3552d5b4,SU2139,BKP711,,-311,IST,,MLE,,A332,Airbus A319-132
3553b859,JT126,AFL2139,,-281,VKO,Istanbul,MAN,Male,B77W,Airbus A330-243
355288a8,RSD974,SIA321,,-227,LHR,Jakarta,SYD,Manchester,B738,ATR 72-600
3553bd93,EK21,RSD974,,278,VKO,Kulhudhuffushi,SYD,Male,B77W,Airbus A330-243
3553b859,CTM1018,RSD974,,-551,HDK,Manila,SYD,,Q4,Northrop Grumman RQ-4B Global Hawk
3553b859,SU2139,CTM1018,,281,BKK,Noumea,,,B738,Northrop Grumman RQ-4B Global Hawk
3553b89d,Q2443,CTM1018,,-306,VKO,Moscow,,Singapore,A388,Airbus A380-842
3553b859,Q2443,SIA321,,8,NOU,Kulhudhuffushi,MAN,Tanjung Pandan,B738,Northrop Grumman RQ-4B Global Hawk
3552d5b4,SQ321,FORTE11,,-421,LHR,Kulhudhuffushi,SYD,Male,A332,Boeing 737-8LJ
355288a8,Q2443,DQA443,,-396,VKO,Bangkok,MLE,Singapore,B77W,Airbus A330-203
354fc50c,CTM1018,RSD974,,90,,Bangkok,SIN,Manchester,A388,Airbus A319-132
3552e106,RSD974,FORTE11,,-287,CGK,Kulhudhuffushi,MLE,,B738,ATR 72-600
3552e106,EK21,AFL2139,,-212,CGK,,MLE,,B738,Boeing 777-312(ER)
3553cbd8,CTM1018,RSD974,,739,NOU,Moscow,SIN,Sydney,B738,Airbus A330-203
355288a8,Q2443,QFA6036,,-482,BKK,Istanbul,SVO,Male,B738,ATR 72-600
3553b89d,CTM1018,AFL2139,,-278,NOU,Jakarta,MLE,Singapore,A332,Boeing 737-8LJ
3553cbd8,,LNI126,,293,BKK,Dubai,MAN,Singapore,A388,ATR 72-600
3553b89d,PG711,DQA443,,538,HDK,London,SYD,Male,T214,Airbus A380-842
3553a103,EK21,DQA443,,-624,MNL,Kulhudhuffushi,MAN,Sydney,Q4,Boeing 777-312(ER)
354fc50c,CTM1018,SIA321,,117,CGK,Kulhudhuffushi,SIN,,B738,Airbus A319-132
3552d5b4,PG711,AFL2139,,-273,MNL,Istanbul,,Sydney,Q4,Airbus A380-842
3553cbd8,,AFL2139,,398,LHR,Bangkok,MLE,Sydney,A332,Airbus A330-243
3553cbd8,Q2443,LNI126,,35,CGK,Dubai,MAN,Male,AT76,Airbus A330-203
3553b859,SU2139,SIA321,,14,,Manila,SIN,Male,A319,Airbus A319-132
3553b859,SU2139,BKP711,,-151,BKK,Dubai,,Sydney,B77W,Airbus A330-243
354fc50c,EK21,FORTE11,,-187,,Jakarta,TJQ,Male,AT76,Northrop Grumman RQ-4B Global Hawk
3553b89d,RSD974,LNI126,,310,LHR,Dubai,,Singapore,B77W,Boeing 737-8GP
3553a103,SU2139,QFA6036,,-280,NOU,London,,Manchester,A332,Boeing 777-312(ER)
3552e106,SU2139,CTM1018,,-101,BKK,Noumea,TJQ,Manchester,A332,Boeing 777-312(ER)
3552e106,JT126,AFL2139,,483,VKO,London,MLE,Male,A332,Boeing 737-8LJ
355288a8,SU2139,RSD974,,89,BKK,Kulhudhuffushi,MLE,,B738,Boeing 737-8GP
3552e106,RSD974,LNI126,,-18,IST,Moscow,MLE,Manchester,A388,Airbus A319-132
354fc50c,RSD974,DQA443,,-44,IST,Moscow,,Male,A388,Airbus A330-203
354fc50c,QF6036,AFL2139,,588,VKO,Istanbul,,Male,A332,ATR 72-600
355288a8,QF6036,AFL2139,,-573,IST,Jakarta,SYD,Male,B77W,ATR 72-600
3553a103,SQ321,AFL2139,,-584,DXB,Kulhudhuffushi,,Male,T214,Boeing 737-8GP
3552e106,RSD974,AFL2139,,-423,NOU,Bangkok,MLE,Sydney,A332,Boeing 737-8LJ
355288a8,SQ321,DQA443,,-151,NOU,Istanbul,SIN,,A332,Northrop Grumman RQ-4B Global Hawk
3552d5b4,SQ321,FORTE11,,-632,HDK,Noumea,,Moscow,T214,Airbus A330-243
3553cbd8,CTM1018,LNI126,,-628,CGK,Moscow,TJQ,,A319,Tupolev Tu-214PU
3552d5b4,PG711,CTM1018,,-214,IST,Bangkok,SYD,Manchester,A388,Northrop Grumman RQ-4B Global Hawk
3553b859,CTM1018,RSD974,,-120,HDK,Moscow,TJQ,Sydney,A388,ATR 72-600
35535249,JT126,RSD974,,-60,NOU,Noumea,MLE,Tanjung Pandan,A388,Boeing 777-312(ER)
3552e106,,LNI126,,-298,LHR,Moscow,,,B738,Tupolev Tu-214PU
3552d5b4,EK21,DQA443,,575,LHR,Jakarta,MLE,Singapore,B77W,Boeing 737-8LJ
354fc50c,CTM1018,AFL2139,,-232,,London,,Singapore,B738,Airbus A330-243
35535249,,BKP711,,259,IST,London,SYD,Manchester,T214,Airbus A319-132
3552d5b4,PG711,FORTE11,,-775,NOU,Kulhudhuffushi,,,A388,Airbus A319-132
35535249,EK21,LNI126,,-272,IST,Manila,,Male,A319,Tupolev Tu-214PU
35535249,QF6036,RSD974,,-579,NOU,,SIN,,B738,Boeing 777-312(ER)
3552d5b4,SU2139,CTM1018,,-74,VKO,Moscow,SIN,,A332,Boeing 737-8LJ
3553cbd8,QF6036,LNI126,,227,BKK,Moscow,,Male,A332,Airbus A380-842
3552d5b4,SU2139,SIA321,,-190,NOU,Bangkok,SYD,,A332,Boeing 737-8LJ
3552e106,Q2443,FORTE11,,-160,LHR,Istanbul,SYD,Moscow,T214,Boeing 737-8LJ
3553cbd8,SU2139,RSD974,,-71,VKO,Dubai,TJQ,Tanjung Pandan,A388,Airbus A330-203
3552e106,JT126,AFL2139,,-306,NOU,London,TJQ,,A319,Airbus A380-842
3553b89d,SU2139,AFL2139,,209,NOU,Istanbul,TJQ,,B738,Airbus A330-243
3552d5b4,RSD974,RSD974,,-263,LHR,Dubai,MLE,Male,B738,Airbus A330-243
3553b89d,PG711,LNI126,,292,BKK,London,,Male,B77W,Airbus A330-243
35535249,SU2139,RSD974,,-280,,Noumea,MLE,Male,B77W,Boeing 777-312(ER)
3553cbd8,RSD974,DQA443,,-677,CGK,Dubai,MLE,Manchester,B738,Airbus A380-842
354fc50c,PG711,FORTE11,,-297,CGK,Dubai,SYD,Male,B738,Northrop Grumman RQ-4B Global Hawk
3553a103,PG711,UAE1KM,,-292,CGK,Bangkok,SYD,,A332,Boeing 737-8GP
3552e106,JT126,CTM1018,,540,BKK,Istanbul,SIN,,B738,Airbus A380-842
3552d5b4,JT126,LNI126,,1057,DXB,Jakarta,MLE,Manchester,AT76,Tupolev Tu-214PU
3553a103,JT126,SIA321,,300,NOU,,SVO,Singapore,A319,Airbus A330-203
35535249,,LNI126,,-685,CGK,Bangkok,MLE,Sydney,B77W,Boeing 737-8LJ
3553b89d,RSD974,QFA6036,,-236,VKO,Manila,MAN,Male,B738,Northrop Grumman RQ-4B Global Hawk
3553bd93,SU2139,AFL2139,,-222,NOU,Istanbul,MLE,,T214,Boeing 737-8GP
3553b859,JT126,CTM1018,,-131,HDK,Dubai,,,A332,ATR 72-600
3553b89d,SQ321,QFA6036,,-671,,Manila,,Male,B738,Airbus A330-243
3552e106,SQ321,UAE1KM,,-154,HDK,Kulhudhuffushi,MAN,Tanjung Pandan,AT76,Boeing 777-312(ER)
3552e106,QF6036,SIA321,,-86,MNL,Istanbul,,,A388,Airbus A330-203
3553cbd8,PG711,FORTE11,,-22,MNL,Noumea,,Moscow,A332,Airbus A330-243
3553b859,JT126,FORTE11,,-418,LHR,Manila,SIN,,Q4,Airbus A319-132
3552d5b4,PG711,SIA321,,218,CGK,Kulhudhuffushi,SIN,Singapore,A319,Northrop Grumman RQ-4B Global Hawk
3552e106,Q2443,UAE1KM,,76,MNL,Moscow,MAN,Moscow,T214,Airbus A330-203
3552d5b4,RSD974,SIA321,,209,DXB,Bangkok,MAN,,B738,Airbus A319-132
3553bd93,JT126,CTM1018,,105,CGK,Bangkok,MLE,Male,B77W,Boeing 777-312(ER)
3553b89d,SU2139,RSD974,,289,IST,Manila,,Tanjung Pandan,A332,Airbus A330-203
3553cbd8,EK21,FORTE11,,-258,BKK,Manila,TJQ,Manchester,B77W,Boeing 737-8LJ
3553a103,EK21,SIA321,,1268,NOU,Dubai,SVO,,A388,Boeing 777-312(ER)
3552d5b4,RSD974,QFA6036,,17,DXB,Noumea,SIN,Singapore,B77W,Airbus A330-203
3553bd93,JT126,LNI126,,-364,,Dubai,,Male,Q4,Airbus A330-243
3553a103,JT126,UAE1KM,,-409,CGK,Istanbul,MLE,,A388,Tupolev Tu-214PU
3553b859,JT126,UAE1KM,,144,CGK,Noumea,SYD,Male,Q4,Boeing 737-8GP
3553b859,EK21,AFL2139,,634,NOU,Noumea,MAN,Manchester,B738,Boeing 737-8LJ
355288a8,JT126,LNI126,,-7,HDK,Jakarta,SYD,Male,B738,ATR 72-600
3553b859,,DQA443,,-80,DXB,Bangkok,,Sydney,A332,Airbus A319-132
355288a8,SQ321,BKP711,,-434,BKK,,,Sydney,A319,Airbus A319-132
3553cbd8,SQ321,QFA6036,,-217,MNL,,,,A332,ATR 72-600
3552e106,EK21,SIA321,,54,BKK,Kulhudhuffushi,,Tanjung Pandan,AT76,Boeing 737-8LJ
3552d5b4,SQ321,FORTE11,,-298,NOU,Jakarta,SIN,Moscow,B738,Airbus A330-203
35535249,Q2443,QFA6036,,136,MNL,Istanbul,,,B738,Airbus A330-243
3553cbd8,PG711,RSD974,,-320,HDK,Kulhudhuffushi,MAN,,B738,Airbus A319-132
355288a8,Q2443,FORTE11,,90,CGK,Dubai,MAN,Male,B77W,Airbus A319-132
35535249,CTM1018,LNI126,,-84,HDK,London,,Tanjung Pandan,A332,Tupolev Tu-214PU
3553a103,QF6036,DQA443,,462,,Istanbul,SIN,Male,B77W,Airbus A330-243
3553a103,PG711,AFL2139,,-310,NOU,Manila,SVO,,A388,Boeing 777-312(ER)
3553bd93,SU2139,QFA6036,,-11,IST,Bangkok,MLE,Manchester,Q4,Boeing 737-8LJ
3553bd93,EK21,SIA321,,-384,BKK,Noumea,SIN,Male,T214,Airbus A330-203
3553cbd8,CTM1018,QFA6036,,127,BKK,London,TJQ,Moscow,T214,Boeing 777-312(ER)
355288a8,RSD974,SIA321,,-120,NOU,Bangkok,MLE,,T214,Boeing 737-8GP
3553b89d,SU2139,SIA321,,-603,VKO,,,Manchester,Q4,Boeing 737-8GP
354fc50c,QF6036,AFL2139,,-637,LHR,London,,Moscow,Q4,Boeing 737-8LJ
35535249,,LNI126,,-168,CGK,Moscow,TJQ,,A319,Airbus A380-842
35535249,RSD974,LNI126,,-193,CGK,Dubai,MLE,,B738,Airbus A330-203
3553cbd8,CTM1018,QFA6036,,358,IST,Moscow,SIN,Sydney,B77W,Boeing 737-8LJ
3553b89d,EK21,RSD974,,974,VKO,Noumea,,,A319,Airbus A330-203
3552e106,SU2139,SIA321,,-292,LHR,Manila,SVO,Male,A319,Tupolev Tu-214PU
354fc50c,QF6036,BKP711,,-83,CGK,Manila,MAN,,A388,Boeing 777-312(ER)
355288a8,SQ321,BKP711,,-215,,London,SVO,Male,B738,Airbus A380-842
3553bd93,RSD974,CTM1018,,-606,,,SVO,Singapore,B77W,Airbus A330-203
3553b89d,,LNI126,,-327,NOU,Bangkok,MAN,Tanjung Pandan,A319,Boeing 737-8GP
3553bd93,PG711,RSD974,,-613,MNL,Kulhudhuffushi,,Manchester,A319,Boeing 777-312(ER)
3552d5b4,JT126,AFL2139,,67,CGK,Kulhudhuffushi,,Singapore,B77W,Airbus A319-132
354fc50c,EK21,LNI126,,-553,,Manila,SIN,Manchester,B738,Tupolev Tu-214PU
3552e106,,UAE1KM,,589,,Noumea,SYD,Singapore,A332,Airbus A330-203
3552d5b4,SU2139,DQA443,,-243,VKO,Jakarta,,Manchester,AT76,Boeing 737-8LJ
3553a103,Q2443,LNI126,,143,LHR,,SVO,Male,Q4,Boeing 737-8GP
3553b89d,JT126,QFA6036,,-469,IST,Istanbul,TJQ,Male,Q4,Boeing 737-8LJ
3552e106,RSD974,QFA6036,,-551,DXB,Manila,MAN,Male,A388,Airbus A319-132
3553b89d,,DQA443,,-85,VKO,Noumea,MLE,Manchester,A388,Airbus A330-243
3553b859,RSD974,RSD974,,76,,,SYD,,A332,Tupolev Tu-214PU
3553b89d,SQ321,UAE1KM,,-242,HDK,Kulhudhuffushi,MLE,Moscow,Q4,Airbus A330-203
3553b859,PG711,CTM1018,,-414,DXB,London,,,A388,Airbus A330-203
3553b89d,SU2139,FORTE11,,104,CGK,,SIN,Singapore,A388,ATR 72-600
3553cbd8,PG711,FORTE11,,43,DXB,Istanbul,TJQ,,A332,Tupolev Tu-214PU
3553cbd8,SU2139,FORTE11,,-76,MNL,,SYD,Singapore,B738,Boeing 737-8LJ
354fc50c,,RSD974,,-453,HDK,Noumea,MAN,Male,B738,Boeing 737-8LJ
3553b859,JT126,RSD974,,-295,DXB,Moscow,,Moscow,A388,ATR 72-600
3553cbd8,SU2139,BKP711,,15,IST,Jakarta,,Male,A388,Boeing 777-312(ER)
3552e106,,FORTE11,,-292,LHR,London,TJQ,Tanjung Pandan,AT76,Airbus A330-243
354fc50c,EK21,BKP711,,482,IST,Jakarta,,Sydney,B738,Tupolev Tu-214PU
3553bd93,JT126,UAE1KM,,1,IST,Noumea,SIN,Manchester,Q4,Airbus A319-132
355288a8,CTM1018,RSD974,,227,BKK,Manila,,,AT76,ATR 72-600
3552d5b4,SQ321,LNI126,,-517,,Istanbul,SIN,Manchester,B738,Boeing 777-312(ER)
3553b859,SQ321,CTM1018,,-301,LHR,Noumea,MLE,Sydney,A319,Boeing 777-312(ER)
3553b89d,SQ321,DQA443,,18,VKO,Noumea,MLE,Manchester,A332,Airbus A330-203
3553a103,PG711,UAE1KM,,-288,,Jakarta,MAN,,B738,Tupolev Tu-214PU
3553b859,SQ321,CTM1018,,-35,MNL,Moscow,MLE,Male,B738,ATR 72-600
355288a8,CTM1018,DQA443,,-64,VKO,Kulhudhuffushi,,Male,A388,Airbus A330-203
3552e106,Q2443,CTM1018,,-16,LHR,London,,Sydney,A332,Boeing 737-8LJ
3553b89d,CTM1018,LNI126,,-221,IST,,MLE,Male,B77W,Airbus A319-132
3552e106,PG711,SIA321,,329,BKK,Kulhudhuffushi,SIN,,Q4,Tupolev Tu-214PU
3553b89d,JT126,CTM1018,,-418,BKK,Istanbul,,,A332,Boeing 737-8LJ
354fc50c,SQ321,RSD974,,176,NOU,Jakarta,TJQ,Male,B77W,ATR 72-600
354fc50c,Q2443,UAE1KM,,244,NOU,Kulhudhuffushi,MLE,Male,B77W,Airbus A330-243
3552d5b4,CTM1018,UAE1KM,,428,MNL,Dubai,SIN,Manchester,B77W,Northrop Grumman RQ-4B Global Hawk
3552d5b4,SQ321,FORTE11,,5,IST,Moscow,TJQ,Tanjung Pandan,Q4,Tupolev Tu-214PU
355288a8,EK21,SIA321,,-550,MNL,Manila,SIN,Sydney,B738,ATR 72-600
3553cbd8,SQ321,SIA321,,37,,Dubai,SIN,Male,Q4,Airbus A380-842
3552d5b4,SQ321,LNI126,,350,VKO,Istanbul,MAN,Moscow,AT76,Boeing 737-8GP
354fc50c,SU2139,FORTE11,,774,CGK,Moscow,MLE,Singapore,Q4,Boeing 737-8GP
3552d5b4,JT126,DQA443,,-223,LHR,Bangkok,MAN,Male,A332,Boeing 737-8GP
3552d5b4,RSD974,QFA6036,,-93,LHR,Istanbul,MAN,Singapore,A332,Airbus A330-243
3553a103,PG711,LNI126,,103,CGK,Moscow,SIN,,A332,Tupolev Tu-214PU
35535249,,CTM1018,,231,IST,Bangkok,SYD,Manchester,B77W,Boeing 737-8LJ
355288a8,EK21,CTM1018,,-316,IST,Bangkok,MAN,Male,Q4,Boeing 737-8LJ
35535249,RSD974,SIA321,,-20,CGK,Manila,SIN,Sydney,A332,Airbus A330-203
3553b89d,EK21,FORTE11,,266,CGK,Manila,TJQ,Male,B77W,Airbus A380-842
3553b89d,CTM1018,DQA443,,-448,LHR,,SYD,Male,B738,Airbus A380-842
3552e106,PG711,RSD974,,-374,IST,,,,T214,Airbus A319-132
3553b89d,PG711,UAE1KM,,442,HDK,Istanbul,SVO,Manchester,B738,ATR 72-600
3553b89d,EK21,DQA443,,750,VKO,Dubai,MAN,Tanjung Pandan,A332,Northrop Grumman RQ-4B Global Hawk
3553bd93,EK21,RSD974,,-174,BKK,,,,B738,Airbus A330-203
3553cbd8,,LNI126,,-251,IST,Manila,SVO,Male,A332,Boeing 737-8LJ
3553b859,JT126,SIA321,,29,VKO,Manila,MAN,Singapore,B738,Tupolev Tu-214PU
3553bd93,QF6036,SIA321,,-222,NOU,,MLE,,T214,ATR 72-600
354fc50c,PG711,CTM1018,,-311,HDK,Noumea,,,AT76,Northrop Grumman RQ-4B Global Hawk
3552e106,SU2139,UAE1KM,,434,CGK,,SIN,,Q4,Airbus A330-203
3552e106,SU2139,BKP711,,12,VKO,Kulhudhuffushi,,,A332,Airbus A319-132
35535249,,UAE1KM,,-221,HDK,Dubai,,Moscow,T214,Airbus A330-203
355288a8,QF6036,CTM1018,,60,LHR,Kulhudhuffushi,MLE,Moscow,B738,Tupolev Tu-214PU
354fc50c,,QFA6036,,129,NOU,Moscow,,Moscow,B77W,Airbus A319-132
3553b859,EK21,SIA321,,-555,,Noumea,SIN,Male,B738,Boeing 777-312(ER)
3553cbd8,JT126,FORTE11,,-221,BKK,Kulhudhuffushi,,Moscow,B738,Airbus A319-132
3553bd93,RSD974,RSD974,,16,NOU,London,SIN,,Q4,Northrop Grumman RQ-4B Global Hawk
355288a8,Q2443,SIA321,,280,NOU,Kulhudhuffushi,SVO,,A319,Airbus A380-842
3553b859,JT126,AFL2139,,125,HDK,London,SIN,Sydney,T214,Airbus A330-203
3553cbd8,SU2139,UAE1KM,,-125,BKK,Dubai,SVO,,A388,Airbus A319-132
355288a8,QF6036,LNI126,,-187,IST,Istanbul,SYD,Singapore,Q4,Airbus A330-203
3553cbd8,PG711,UAE1KM,,-22,,Manila,SIN,,A319,Boeing 737-8LJ
3553b859,SU2139,AFL2139,,601,HDK,Kulhudhuffushi,,Manchester,A388,ATR 72-600
35535249,Q2443,SIA321,,-589,NOU,Bangkok,MLE,Manchester,Q4,Northrop Grumman RQ-4B Global Hawk
3552e106,QF6036,AFL2139,,-163,NOU,,,,A332,Boeing 777-312(ER)
3553cbd8,SU2139,RSD974,,900,IST,Kulhudhuffushi,,Moscow,B77W,ATR 72-600
3552d5b4,Q2443,DQA443,,832,MNL,Bangkok,SVO,,A332,Boeing 777-312(ER)
3553b859,CTM1018,UAE1KM,,-440,LHR,Jakarta,MLE,Singapore,B77W,Airbus A330-203
3553b89d,JT126,RSD974,,1067,LHR,,,Sydney,B738,Tupolev Tu-214PU
3553b859,PG711,CTM1018,,-448,VKO,Jakarta,SVO,Male,T214,Boeing 737-8GP
3553b89d,EK21,CTM1018,,163,MNL,Manila,,,AT76,ATR 72-600
3553b89d,QF6036,DQA443,,181,NOU,London,SVO,Sydney,B738,Tupolev Tu-214PU
3552d5b4,RSD974,DQA443,,-183,IST,,,Sydney,A332,Boeing 777-312(ER)
3552e106,RSD974,DQA443,,-364,CGK,Kulhudhuffushi,MLE,Male,Q4,Boeing 737-8GP
3553cbd8,QF6036,UAE1KM,,1008,MNL,Jakarta,MAN,,B738,Airbus A319-132
3553bd93,CTM1018,RSD974,,-176,LHR,Bangkok,SVO,Moscow,Q4,Airbus A330-203
3553b89d,,AFL2139,,1361,CGK,Bangkok,,,Q4,Boeing 737-8GP
3552d5b4,QF6036,DQA443,,-177,CGK,,MLE,Manchester,B738,Boeing 737-8LJ
3553cbd8,RSD974,DQA443,,-268,IST,Moscow,MLE,Tanjung Pandan,T214,Northrop Grumman RQ-4B Global Hawk
35535249,SQ321,RSD974,,112,BKK,Moscow,SYD,Tanjung Pandan,Q4,Airbus A330-243
355288a8,EK21,QFA6036,,-416,LHR,,MLE,,B77W,Airbus A330-243
354fc50c,JT126,CTM1018,,-166,LHR,Jakarta,MAN,Male,B77W,Boeing 737-8GP
3552d5b4,SU2139,SIA321,,45,MNL,Jakarta,SVO,Sydney,B77W,Boeing 777-312(ER)
3553b89d,JT126,RSD974,,233,VKO,,SYD,,B738,Boeing 737-8LJ
3553b859,EK21,QFA6036,,497,DXB,Istanbul,,Tanjung Pandan,A319,Airbus A319-132
3553bd93,PG711,AFL2139,,-65,DXB,Jakarta,MAN,,A332,Airbus A380-842
3553cbd8,CTM1018,DQA443,,-512,DXB,Istanbul,,Male,A332,Northrop Grumman RQ-4B Global Hawk
3553b89d,,RSD974,,-109,BKK,Dubai,MAN,Male,A388,Airbus A330-243
35535249,PG711,DQA443,,827,,Dubai,MLE,Moscow,B77W,Boeing 777-312(ER)
355288a8,EK21,LNI126,,1282,VKO,Kulhudhuffushi,SYD,Sydney,B738,Airbus A380-842
355288a8,QF6036,DQA443,,28,,Istanbul,MAN,Manchester,A388,Airbus A380-842
3553b859,SQ321,LNI126,,-376,IST,Bangkok,MAN,Male,B738,Tupolev Tu-214PU
3552e106,QF6036,UAE1KM,,-209,LHR,London,SIN,Moscow,B738,Boeing 737-8LJ
35535249,PG711,LNI126,,-71,,London,MAN,Sydney,A319,Northrop Grumman RQ-4B Global Hawk
3553b859,,CTM1018,,814,CGK,Dubai,SYD,Singapore,A332,Boeing 737-8LJ
3553b859,SU2139,QFA6036,,265,BKK,Noumea,SVO,Tanjung Pandan,B738,Boeing 737-8GP
354fc50c,RSD974,QFA6036,,-241,LHR,London,TJQ,,B738,Tupolev Tu-214PU
3553bd93,RSD974,UAE1KM,,-16,BKK,Noumea,TJQ,Singapore,A319,ATR 72-600
3553cbd8,SQ321,FORTE11,,-26,HDK,Dubai,MLE,Singapore,Q4,Airbus A319-132
3553a103,SU2139,DQA443,,628,BKK,Noumea,MLE,Manchester,Q4,Northrop Grumman RQ-4B Global Hawk
3552e106,QF6036,FORTE11,,-398,LHR,Dubai,MAN,,B738,Boeing 737-8LJ
355288a8,Q2443,RSD974,,231,LHR,Dubai,MLE,Manchester,Q4,Airbus A319-132
354fc50c,SU2139,CTM1018,,10,DXB,Moscow,MLE,Tanjung Pandan,A332,Airbus A330-203
3553b859,,RSD974,,-623,CGK,Noumea,,,AT76,Northrop Grumman RQ-4B Global Hawk
3553b89d,SU2139,FORTE11,,35,IST,Istanbul,TJQ,Tanjung Pandan,A319,Boeing 737-8LJ
3553cbd8,SQ321,BKP711,,-291,IST,Jakarta,,Singapore,B738,Boeing 737-8LJ
3553b859,PG711,BKP711,,-318,NOU,,MLE,,Q4,Airbus A330-243
35535249,RSD974,DQA443,,661,LHR,,MLE,Male,B77W,Tupolev Tu-214PU
3552d5b4,SQ321,BKP711,,243,NOU,Bangkok,MLE,Sydney,A332,Boeing 777-312(ER)
3553b859,RSD974,SIA321,,-104,LHR,Manila,MLE,Male,T214,Airbus A330-203
3553b89d,EK21,DQA443,,410,BKK,Dubai,MAN,Male,B738,ATR 72-600
3552d5b4,SQ321,DQA443,,-293,IST,London,,Male,B738,Airbus A330-203
3553b859,RSD974,FORTE11,,-490,LHR,Bangkok,,Manchester,B77W,ATR 72-600
355288a8,SU2139,UAE1KM,,-280,LHR,Noumea,MLE,,B77W,Boeing 737-8LJ
354fc50c,Q2443,UAE1KM,,-173,BKK,Kulhudhuffushi,SVO,Male,A388,Airbus A330-243
3553b859,SQ321,QFA6036,,713,LHR,Manila,,Singapore,B77W,Airbus A330-203
3553b89d,CTM1018,UAE1KM,,-318,LHR,Istanbul,SVO,Sydney,A319,Northrop Grumman RQ-4B Global Hawk
3553bd93,SU2139,FORTE11,,219,LHR,Jakarta,MLE,Male,A319,Airbus A330-203
3553cbd8,SQ321,DQA443,,43,NOU,Manila,TJQ,,A388,Airbus A330-243
354fc50c,EK21,LNI126,,-294,,Kulhudhuffushi,SYD,Male,A388,Airbus A319-132
355288a8,QF6036,DQA443,,-92,VKO,Istanbul,TJQ,,A319,Tupolev Tu-214PU
3553bd93,EK21,RSD974,,-251,BKK,Kulhudhuffushi,,Manchester,B738,Airbus A330-243
3552d5b4,EK21,LNI126,,-687,HDK,London,MLE,Manchester,AT76,Airbus A380-842
3553b89d,RSD974,AFL2139,,162,NOU,Bangkok,MLE,Male,B77W,ATR 72-600
3552d5b4,RSD974,CTM1018,,-225,VKO,Dubai,,Tanjung Pandan,AT76,Boeing 777-312(ER)
3552e106,RSD974,DQA443,,321,MNL,Dubai,,Sydney,B738,Airbus A319-132
3553cbd8,SQ321,CTM1018,,-76,LHR,Jakarta,MAN,Singapore,T214,Boeing 737-8GP
355288a8,SU2139,FORTE11,,-551,IST,Noumea,SVO,,A388,Boeing 737-8LJ
3553cbd8,RSD974,AFL2139,,0,VKO,Jakarta,MLE,,Q4,Boeing 737-8LJ
3553bd93,SQ321,UAE1KM,,647,,Kulhudhuffushi,SIN,Sydney,B77W,Boeing 737-8LJ
3552e106,QF6036,BKP711,,-97,VKO,London,SYD,Tanjung Pandan,A332,Airbus A380-842
355288a8,CTM1018,DQA443,,60,NOU,Dubai,SYD,Male,B738,Boeing 737-8GP
3553b859,SU2139,FORTE11,,-90,NOU,Moscow,SIN,Male,B738,Airbus A380-842
3552e106,JT126,LNI126,,-679,BKK,Moscow,TJQ,Moscow,A332,Boeing 777-312(ER)
3553b89d,CTM1018,FORTE11,,-55,LHR,London,SYD,,A319,Boeing 777-312(ER)
